subject_id,condition,goal_percent,ap_braking_impulse_nbw_s_mean,ap_propulsive_impulse_nbw_s_mean,ap_net_impulse_nbw_s_mean,vertical_impulse_stance_nbw_s_mean,ml_outward_impulse_nbw_s_mean,vertical_avg_loading_rate_nbw_s_mean,vertical_peak_loading_rate_nbw_s_mean,ap_braking_development_rate_nbw_s_mean,ap_propulsion_development_rate_nbw_s_mean
4,MTR80,80,0.0429928061731436,0.037034168840426096,-0.00669290351919425,0.5108386434227893,0.021760430542687448,10.823368647952673,25.945856898561367,2.6535303233406244,1.705542762537186
5,Baseline,0,0.02720055048052095,0.02816826199111515,0.0011419213870109,0.5730543333035549,0.0381328850699441,5.688859448200414,12.875385514049889,1.4469147330952816,0.7276793811231
5,MTR20,20,0.03637153579296245,0.02943713428333095,-0.006654648280859801,0.5657007524156173,0.024704956689124098,6.483308971493903,12.668219833833462,1.3487659530687583,1.0482949286362997
5,MTR40,40,0.030534649406938348,0.02433046273545925,-0.00619396292056125,0.5272247210424581,0.0250188639914446,7.2911498845908085,14.736060732056277,1.6590540087247934,1.2323699745688508
5,MTR60,60,0.03527029779514805,0.02899068225929205,-0.00646838283373125,0.5321923494444756,0.025310976787970348,8.350088516679776,17.29637694403864,1.9993369192779462,1.292571408350236
5,MTR80,80,0.037126895041383695,0.0298883410768358,-0.0072544840927618,0.5088370180888228,0.022727486057459702,8.604733762651191,18.424700733148075,2.0829230107011476,1.3167889458082644
6,Baseline,0,0.026905143056708852,0.027911974041025252,0.00095846601866435,0.5866611648375962,0.02802164855922075,6.157649931260776,14.198643541315391,1.1026199859586887,0.8496890702107527
6,MTR20,20,0.0376386688245674,0.02924393910489265,-0.008494119490970651,0.5784716001774244,0.0181743501181873,8.020223428215811,23.739661827728128,1.2622604553338603,0.8237534257573829
6,MTR40,40,0.0493052514673836,0.0407389088408945,-0.0093683778589835,0.6751196737755515,0.02175715671803835,9.87297115867105,29.60847251783968,1.7608253143499433,0.944272210260866
6,MTR60,60,0.05003583496307865,0.04166215951380635,-0.008289748715479502,0.6385243088229898,0.02089928467282085,10.83088226427101,32.15972236625781,1.9830420889690972,1.0992832508845802
6,MTR80,80,0.046387368272704205,0.040085079460271,-0.00615586987102785,0.6125949435016553,0.020222376373378897,12.046972114373169,35.34382500729221,2.075855855623413,1.2922676398190611
7,Baseline,0,0.029533754504756052,0.03243428017416075,0.0027702684590586,0.6209650177496078,0.03937271241810935,5.407414995077334,10.656430469458977,1.2628483813753455,0.6837087886507328
